generation,best_fitness,mean_fitness,worst_fitness
0,1.368279957224954,1.3662839168459397,1.3646840908495916
1,1.3685054171429292,1.3663516920287313,1.3650201931279229
2,1.3690950017091903,1.3667702354064921,1.365055426013036
3,1.3690950017091903,1.3668860040675144,1.3653954241530524
4,1.3690950017091903,1.3670764096484371,1.3658096670193258
5,1.3696210422740351,1.36729230707439,1.365159913156893
6,1.3696210422740351,1.367645266841114,1.365677441613002
7,1.3696210422740351,1.367688817211142,1.3651464730376568
8,1.3696210422740351,1.3678577667574214,1.3657122803691153
9,1.3699898668538244,1.368134316680046,1.3654271346746185
10,1.3704099295061951,1.3682602441606266,1.3659511151650603
11,1.37046249578708,1.3685671812509326,1.3666216290537876
12,1.3710393423088387,1.3688742870071793,1.3668693143807127
13,1.3711042622596943,1.3691867752979525,1.3673046475833528
14,1.3711042622596943,1.3693827784253634,1.36656722725573
15,1.3711042622596943,1.3692195555771678,1.3641060171488073
16,1.3711655068222721,1.3691062205116973,1.3670633638014806
17,1.371414924821569,1.3694955126031434,1.3654342911965496
18,1.371915207390737,1.3698239860290409,1.367009600833541
19,1.371946467401083,1.3703172644994708,1.3676781620638376
20,1.3720166322635852,1.3703556003008963,1.3681281683676776
21,1.3724609318865126,1.3704860690891667,1.3682213989875835
22,1.3724609318865126,1.3708465663382856,1.3676001701329719
23,1.3724609318865126,1.3713531128093108,1.3680464495928029
24,1.3724609318865126,1.371273764299728,1.3693144144029428
25,1.3726950486804916,1.3712441384436433,1.3698209070229466
26,1.3739791418622127,1.3714034715720904,1.36840221724816
27,1.3739791418622127,1.3718676823564389,1.3698030498897407
28,1.3739791418622127,1.372130224773118,1.3702442456597022
29,1.3742240605577567,1.37245759939705,1.3704967013213198
30,1.3746224665648106,1.372629374521169,1.3707461031495787
31,1.375211558774252,1.3728642476218664,1.370780092348335
32,1.3752135657600026,1.373366691271645,1.3708847213295756
33,1.3754562341260477,1.3737825878629235,1.3711678940077052
34,1.3754562341260477,1.3740506572274773,1.3722162685265988
35,1.3761023504900127,1.3743543229538495,1.372791024514031
36,1.3761023504900127,1.3746016449986143,1.3731097921878768
37,1.3764793563314799,1.3747030365052684,1.3729406892754277
