generation,best_fitness,mean_fitness,worst_fitness
0,1.3699727872443581,1.3663993680045572,1.3647048459815838
1,1.3699727872443581,1.3665931935953466,1.365128240706981
2,1.3711798971884779,1.367172858688749,1.3646847676037839
3,1.3711798971884779,1.3674065159012256,1.3656744149098952
4,1.3711798971884779,1.3678036331855323,1.36542331749311
5,1.3711798971884779,1.367799558724467,1.3656760004188542
6,1.3712807963047342,1.3680169599665495,1.365117514609864
7,1.3712807963047342,1.3684821876916835,1.3655789494878594
8,1.3713067627377604,1.3686780238033263,1.3653047030983005
9,1.371978553296839,1.3690897952665824,1.3661363625618488
10,1.3723472621021942,1.3693307559791195,1.3661286296092277
11,1.3723472621021942,1.3695993052781232,1.3665176045430456
12,1.3723472621021942,1.3697279058603156,1.3658075516123473
13,1.3725486628924477,1.3698299885676075,1.36723078077133
14,1.372858550732898,1.3706437770193984,1.3662575490157314
15,1.372899813781834,1.3708367862354955,1.3676923493346909
16,1.3729163539069464,1.3713051306980446,1.367146286206338
17,1.3741081484643718,1.3716601294261141,1.3660310995969716
18,1.3741081484643718,1.371601105925407,1.3681512263091549
19,1.3741081484643718,1.371357734452144,1.366026977086592
20,1.3741081484643718,1.371595144409948,1.3691349994317896
21,1.3742461172940483,1.371813127589124,1.368895694597891
22,1.3743131065503174,1.3720636388291942,1.3691386694162038
23,1.374428753479337,1.372461497240276,1.3684823141609617
24,1.3750556341250655,1.372814419578879,1.3694261198330566
25,1.375611586074302,1.373216405683411,1.3701555266340706
26,1.3767433840318144,1.3737873422524458,1.3710851377422077
27,1.3767433840318144,1.3745216127586946,1.37205917552988
28,1.3767433840318144,1.3746577869868029,1.3699315193367396
29,1.3774549122164774,1.374919034192416,1.372711527211409
30,1.3778940946313407,1.3753960659065436,1.3726795918219625
31,1.3778940946313407,1.3756761840373946,1.3708825577259725
32,1.377902992974327,1.3758278819655732,1.367480792891603
33,1.3786891420625162,1.3760758037387109,1.3705846393254726
34,1.3786891420625162,1.376095066465638,1.3725057990699572
35,1.3786891420625162,1.3765326248184335,1.3733053147400096
36,1.379186043112094,1.3768678652652475,1.373972056014585
37,1.379292176596489,1.3769481592060773,1.3737161080669666
38,1.379292176596489,1.3772888941892794,1.371133850797842
39,1.3797269754054808,1.3777126775114428,1.3759526743074804
40,1.3802062717381027,1.3784007996182692,1.375986000194409
41,1.3803749405920576,1.3784479747938678,1.3753593431487818
42,1.3803749405920576,1.378510963471149,1.3749347555107916
43,1.3807218452615733,1.3790809637807842,1.3764131964524493
44,1.3808934266288326,1.3793698388309021,1.3771999451010892
45,1.3808934266288326,1.3796196687289872,1.3768907307295855
46,1.3808934266288326,1.3798537072481056,1.3783862736882813
47,1.3808934266288326,1.3800238943756087,1.3784646138279004
48,1.3814803309039703,1.3801594862669233,1.3763460383965294
49,1.3814803309039703,1.3802003356789525,1.3778010407301828
50,1.3816773008729268,1.380464512032962,1.3777646014537954
51,1.382396895620389,1.3807566747538524,1.3791760700641502
52,1.3827855368709336,1.3810479483668365,1.3792344949651094
53,1.382824557220029,1.3811348105433618,1.3778814630724723
54,1.3829028772891234,1.381341401113064,1.3764447475293198
55,1.3850586458229028,1.3813167801801418,1.3764871137655836
56,1.38514513996092,1.381643552923889,1.3777687247709067
57,1.38514513996092,1.3823362730665993,1.3783629852203685
58,1.3851730663633823,1.3827464415229458,1.3782196943360863
59,1.3854165718464633,1.3830000962570665,1.377074820029608
60,1.385755529890943,1.3831761934103968,1.3780170214837715
61,1.385755529890943,1.3839442645979576,1.380329952775587
62,1.385755529890943,1.3842775727339858,1.3814144643071815
63,1.385755529890943,1.3843398376681813,1.3818689673290994
64,1.3857939262527037,1.3847754307239715,1.3817728022966813
65,1.3860189119847592,1.3847554333427041,1.3815380746166386
66,1.38631420695349,1.384918420551684,1.380230933061137
67,1.3866049847606188,1.3851622963320136,1.3823010182215645
68,1.3866049847606188,1.3852581681874154,1.383029202032869
69,1.3866049847606188,1.3856150502643556,1.3820759038122366
70,1.3866049847606188,1.385766861748827,1.383913733160589
71,1.387052930557139,1.3858450043925128,1.383292223223549
72,1.387214966133704,1.3859429593340098,1.3839950712638922
73,1.3872804050836594,1.3863366968030766,1.3846938463068548
74,1.3879243363833553,1.3862621678276017,1.3812136846181127
75,1.3879243363833553,1.3864009175588359,1.384814525402803
76,1.3879243363833553,1.3864291746774082,1.3827495766088764
77,1.3879243363833553,1.3865686304331433,1.3847927639035145
78,1.388052830124989,1.3865966344689968,1.3848368693150381
79,1.3886264596142497,1.3867868010199234,1.3841097336786934
80,1.388715040552436,1.3867633444303926,1.3831993006221375
81,1.3887495710695679,1.3868726773686624,1.3845697460677306
82,1.388972236475824,1.3874784714085215,1.3848529366495503
83,1.388972236475824,1.3876047947689119,1.3848254264778108
84,1.389523058473517,1.3876678119407262,1.3845261789561496
85,1.389523058473517,1.387935226847498,1.3853222365281617
86,1.389523058473517,1.387898286801577,1.3859884090995036
87,1.3896839898184519,1.3881861641360007,1.3844659988017964
88,1.3897400835728404,1.3881411104444237,1.3798976208697271
89,1.3898171797808991,1.3883224590300842,1.3849127338884868
90,1.3912594797671731,1.3884906434535171,1.385602852291705
91,1.3912594797671731,1.3888289661176003,1.3835690278892026
92,1.3912594797671731,1.3888821991046023,1.3857596991785346
93,1.3912594797671731,1.3891658685999835,1.3878102018746328
94,1.3912594797671731,1.3895534446735267,1.3875674287558473
95,1.3912594797671731,1.389572231665044,1.3878921998628382
96,1.3914806498383663,1.3901062188673696,1.3867396112010273
97,1.3914806498383663,1.3901016895025378,1.387922204097371
98,1.3919503876466965,1.3903358945481685,1.3860905867447155
99,1.392116804032678,1.3902966746355532,1.38856422411464
100,1.392116804032678,1.390391930130273,1.3840650672378367
101,1.392227636139129,1.3905923529694464,1.387790952286742
102,1.3925157366875565,1.3908821740919837,1.3890299138958877
103,1.3925286602797957,1.3913545920649628,1.3888045121844308
104,1.3925286602797957,1.3913123040376782,1.387317328049062
105,1.392545547309922,1.391149953833085,1.3851328804648797
106,1.3928754907985998,1.3912021438637745,1.3785260034770082
107,1.393066853907769,1.3915434938462534,1.389294829975782
108,1.3931696530701572,1.391784190839286,1.389603718833399
109,1.3931696530701572,1.3917573340893228,1.3873052276153306
110,1.3933149785762244,1.391457670039267,1.3875741026125394
111,1.393333909227161,1.3913616051054833,1.3877552502517791
112,1.393333909227161,1.3915351778065883,1.3892006427814407
113,1.3934027297770957,1.3918942767698745,1.3883296301920451
114,1.3936237473362052,1.3918746077461668,1.387464736960266
115,1.3939890507628139,1.392006869476922,1.3862806889765007
116,1.3939890507628139,1.3922087937015266,1.3890384991047893
117,1.3939890507628139,1.3923411065932456,1.390225524406929
118,1.3939890507628139,1.392755365790862,1.3903444454846334
119,1.3939890507628139,1.3928950896371775,1.3905745680693542
120,1.3941738527416392,1.3930477202943954,1.3898730196799525
121,1.3945204304301524,1.3932200738927853,1.3920476132771777
122,1.3945204304301524,1.3933791468013548,1.3918556342635329
123,1.3947559088611252,1.3934760366173875,1.391771580880359
124,1.3947559088611252,1.3936502802565243,1.3918088316092931
125,1.3947994500287457,1.393779200036638,1.3924655496825895
126,1.3947994500287457,1.394010094450276,1.3926107343921643
