generation,fitness,chromosome
0,1.3670894917083436,"2,1,0,2,1,0,4,0,1,1,3,2,2,3,0,2,0,0,1,4,1,4,0,1,3,4,3,0,3,4,1,0,4,0,3,2,1,0,4,4,1,0,3,4,4,1,0,1,0,3,0,4,1,0,1,4,0,4,0,0,3,1,4,0,0,3,4,4,4,2,2,4,3,1,1,3,0,1,2,4,4,3,1,0,3,3,1,3,4,1,1,4,0,4,4,4,0,4,3,2,0,0,4,1,2,2,3,0,3,1,3,4,3,3,1,3,4,1,1,4,0,3,2,1,0,4,2,1,4,4,2,1,4,2,3,0,0,0,1,3,2,3,4,2,3,2,0,1,1,2,0,3,1,3,4,0,2,3,4,4,2,3,3,2,2,2,3,2,0,0,4,2,1,1,3,2,4,4,1,4,4,0,3,4,3,2,0,3,4,2,4,2,2,3,3,3,4,0,2,4,0,2,2,2,0,0,1,3,0,1,2,3,0,3,3,2,3,3,2,4,4,4,2,4,1,3,2,0,1,2,3,3,1,3,1,3,4,1,0,2,4,0,4,3,4,2,2,1,1,4,4,2,2,2,4,3,1,0,1,0,4,0,3,4,2,2,4,4,3,0,2,4,3,0,4,2,4,1"
1,1.3700670037452989,"2,1,1,2,1,0,4,4,1,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,3,4,3,0,3,1,1,2,4,0,3,1,1,0,4,4,1,0,3,4,4,1,0,1,0,3,0,4,0,0,1,4,0,2,0,0,3,1,4,0,3,3,4,2,4,2,2,4,3,1,1,3,0,1,2,4,1,3,1,2,3,3,4,3,4,1,0,4,0,4,4,4,0,4,3,2,0,0,4,3,2,1,3,0,3,1,3,4,3,3,1,3,4,4,1,4,4,3,2,1,0,4,2,4,4,4,1,1,0,3,3,0,3,2,4,1,4,2,3,4,1,0,2,1,3,0,3,1,4,0,4,2,4,4,0,3,3,1,3,4,0,3,4,0,1,3,0,2,4,2,4,4,4,4,4,3,1,4,4,0,3,2,3,2,0,0,3,3,0,2,1,1,2,3,2,3,4,4,4,3,2,4,3,4,3,0,3,1,2,1,4,1,0,1,0,1,3,4,4,4,1,0,2,2,3,2,0,0,0,0,2,2,2,4,3,3,0,1,2,1,3,3,4,0,4,3,4,4,0,0,3,4,1,0,1,0,4,4,4,0,4,3,3,4,4,4,0,0,1,0,0,2,0,1"
2,1.3706146695825807,"2,1,1,2,1,0,4,4,1,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,3,4,3,0,3,1,1,2,4,0,3,1,1,0,0,4,1,0,3,4,4,1,0,1,3,4,0,4,0,0,1,4,0,2,0,0,3,1,4,0,3,3,4,1,4,2,2,4,3,1,1,3,0,1,2,4,1,3,1,2,3,3,4,3,4,1,0,4,4,4,4,4,0,4,3,2,0,0,4,3,2,1,3,0,3,1,3,4,3,3,1,3,4,0,1,4,4,3,2,1,0,1,2,4,0,4,1,1,0,3,3,0,3,2,4,1,4,2,3,4,1,0,2,1,3,0,3,1,4,0,4,2,4,4,0,3,3,1,4,4,0,3,4,0,1,3,0,2,4,2,4,4,4,4,4,3,1,4,4,0,3,2,3,2,0,0,3,3,3,2,1,1,2,3,2,3,4,4,4,3,2,4,3,4,3,0,3,1,2,1,4,1,2,1,0,1,3,4,4,4,1,0,2,2,3,2,0,0,0,0,2,2,2,4,3,3,0,1,2,1,3,3,4,0,4,3,4,4,0,0,3,4,1,0,1,0,4,4,4,0,4,3,3,4,4,4,0,0,1,0,0,2,0,1"
3,1.3709386629297702,"2,1,1,2,1,0,4,4,2,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,3,4,3,0,0,1,1,2,4,0,3,1,1,0,0,4,1,0,3,4,4,1,0,1,3,4,0,4,0,0,1,4,0,2,0,0,3,1,4,0,4,3,4,1,4,2,2,4,3,1,1,3,0,1,2,4,1,3,4,4,3,3,4,3,3,1,0,4,4,0,4,4,4,4,3,2,0,0,3,3,4,1,3,4,3,1,3,4,3,3,1,3,4,1,1,4,4,3,2,1,0,1,2,4,0,4,1,3,0,3,3,0,3,2,4,1,4,2,3,4,4,0,2,1,3,0,0,1,4,0,2,2,4,3,1,1,3,1,4,4,0,3,4,0,1,3,2,2,4,0,0,4,2,4,4,3,1,4,4,0,3,4,3,2,0,1,4,3,4,3,1,1,2,3,4,3,0,4,4,4,2,4,3,4,1,1,3,1,0,2,4,1,0,1,0,1,3,4,4,4,1,0,4,2,3,2,0,2,0,0,2,1,2,4,3,4,0,1,2,1,3,3,0,0,4,3,3,4,0,0,3,4,1,0,1,0,4,3,4,0,4,3,3,4,4,4,0,0,1,0,0,2,0,1"
4,1.3709086409452618,"2,1,1,2,1,0,4,4,2,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,3,4,3,0,0,1,1,2,4,0,3,1,1,0,0,4,1,0,3,4,4,1,0,1,3,4,0,4,0,0,1,4,0,2,0,0,3,1,4,0,4,3,4,1,2,2,2,4,3,1,1,3,0,1,2,4,1,3,4,4,3,3,4,3,3,1,0,4,4,0,4,4,4,4,3,2,0,0,3,3,4,1,3,4,3,1,3,4,3,3,1,3,4,1,1,4,4,3,2,1,0,1,2,4,0,4,1,3,0,3,3,0,3,2,4,1,4,2,3,4,4,0,2,1,3,0,0,1,4,0,2,2,4,3,1,1,3,1,4,4,0,3,4,0,1,3,2,1,4,2,4,4,4,4,4,3,1,4,4,0,3,2,2,2,4,0,1,3,4,2,1,1,2,3,2,3,4,4,4,3,2,4,3,4,3,2,3,2,2,1,4,1,0,1,0,4,3,2,4,4,0,0,2,2,3,2,0,0,0,0,2,4,2,4,4,4,0,1,2,1,3,3,4,0,4,1,4,4,0,0,3,4,1,0,1,0,4,4,4,0,4,3,3,4,4,4,0,0,1,0,0,2,0,1"
5,1.3726379716323787,"2,1,1,2,1,0,4,4,2,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,3,4,3,0,0,1,1,2,4,0,3,1,1,0,0,4,1,0,3,4,4,1,0,1,3,4,0,4,0,0,1,4,0,2,0,0,3,1,4,0,4,3,4,1,4,2,2,4,3,1,1,3,1,1,2,4,1,3,4,4,3,3,4,3,3,1,0,0,0,1,4,4,0,4,3,2,3,3,4,3,2,2,3,0,3,1,3,4,3,3,4,3,4,3,1,0,4,0,0,1,1,1,2,4,2,4,1,1,4,3,3,0,3,2,4,4,2,2,1,4,1,0,2,2,4,3,3,3,4,1,1,2,4,4,1,1,3,1,3,4,0,3,4,0,1,1,0,2,2,2,0,4,4,3,4,3,1,4,4,4,3,2,3,2,4,0,1,3,0,4,1,0,2,3,3,3,1,3,4,3,3,3,3,3,3,2,1,1,2,1,4,1,0,1,3,1,3,0,4,2,1,0,4,1,3,2,0,0,0,0,1,3,3,4,3,3,1,1,2,1,3,3,4,0,0,3,4,4,4,0,3,4,0,0,1,0,0,4,4,0,4,3,3,4,4,1,0,0,1,0,0,2,0,1"
6,1.3740979689650554,"2,1,1,2,1,0,4,4,2,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,3,4,3,0,0,1,1,2,4,0,3,1,1,0,0,4,1,0,3,4,4,1,0,1,3,4,0,4,0,0,1,4,0,2,0,0,3,1,4,0,4,3,4,0,4,2,2,4,3,1,1,3,0,1,2,4,1,3,4,4,3,3,4,3,3,1,0,0,0,1,4,4,0,4,3,2,3,3,4,3,2,2,3,0,3,1,1,4,3,3,4,3,4,3,1,0,4,0,0,1,1,1,2,4,2,4,1,1,3,3,3,0,3,2,4,4,2,2,1,4,1,0,3,2,4,3,3,3,1,1,1,2,4,4,0,1,2,1,3,4,0,3,4,0,1,1,2,2,2,2,0,4,4,3,4,3,1,4,4,4,3,2,3,2,4,0,1,3,0,4,1,0,2,3,3,3,1,3,4,3,3,3,3,3,3,2,1,1,2,1,4,1,0,1,3,1,3,0,4,2,1,0,4,1,3,2,0,0,0,0,1,3,3,4,3,3,1,1,2,1,3,3,4,0,0,3,4,4,4,0,3,4,1,0,1,0,4,4,4,0,4,3,1,4,0,4,0,0,1,0,0,2,0,3"
7,1.3748951213392548,"2,1,1,2,1,0,4,4,2,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,3,4,3,0,0,1,1,2,4,0,3,1,1,0,0,4,1,0,3,4,4,1,0,1,3,4,0,4,0,0,1,4,0,2,0,0,3,1,4,0,4,3,4,0,4,2,2,4,3,1,1,3,0,1,2,4,1,3,4,4,3,3,4,3,3,1,0,0,0,1,4,4,0,4,3,2,4,3,4,3,2,2,3,0,3,1,1,4,3,3,4,3,4,3,1,0,4,0,0,1,1,1,2,4,2,4,1,3,0,3,3,0,3,4,4,4,4,2,1,4,1,0,3,2,4,3,3,3,1,1,1,2,4,4,0,1,2,1,3,4,0,3,4,0,1,1,0,2,2,2,0,4,4,3,4,3,1,4,4,4,3,2,3,2,4,0,1,3,0,4,1,0,2,3,3,3,1,3,4,3,3,3,3,3,3,2,1,1,2,1,4,1,0,3,3,1,4,0,4,2,1,0,4,1,3,2,0,0,0,0,1,3,3,4,3,3,1,1,2,1,3,3,4,0,0,3,4,4,4,0,3,4,1,0,1,0,4,4,4,0,4,3,1,4,0,4,0,0,1,0,0,2,0,1"
8,1.3752837641263749,"2,1,1,0,1,0,4,4,2,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,3,4,3,0,0,1,1,2,4,0,3,1,1,0,0,4,1,0,3,4,4,1,0,1,3,4,0,4,0,0,1,4,0,2,0,0,3,1,4,0,4,3,4,0,4,2,2,4,3,1,1,3,0,1,2,4,1,3,4,4,3,3,4,3,3,1,0,0,0,1,4,4,0,4,3,2,4,3,4,3,2,2,3,0,3,1,1,4,3,3,4,3,4,3,1,0,4,0,0,1,1,1,2,4,2,4,1,3,0,3,3,0,3,4,4,4,4,2,1,4,1,0,3,2,4,3,3,3,1,1,1,2,4,4,0,1,2,1,3,4,0,3,4,0,1,1,0,2,2,2,0,4,4,3,4,3,1,4,4,4,3,2,1,2,4,0,1,3,0,4,1,0,2,3,3,3,1,3,4,3,3,3,3,3,3,2,1,1,2,1,4,1,0,3,3,1,4,3,4,2,1,0,4,1,3,2,0,0,0,0,1,3,3,4,3,3,1,1,2,1,3,3,4,0,0,3,4,4,4,0,3,4,1,0,1,0,4,4,4,0,4,3,1,4,0,4,0,0,1,0,0,2,0,1"
9,1.3772487502681248,"2,1,1,0,1,0,4,4,2,1,2,2,2,3,1,2,0,0,1,4,1,4,0,1,4,4,3,0,0,1,1,2,2,0,3,1,1,0,0,4,1,0,3,4,4,1,0,1,3,4,0,4,0,0,1,4,0,2,0,0,3,1,4,0,4,3,4,0,4,2,2,4,3,1,1,3,0,1,2,4,1,3,4,4,3,3,4,3,3,1,0,0,0,1,4,4,0,4,3,2,4,3,4,3,2,2,3,0,3,1,1,4,3,3,4,3,4,3,1,0,4,0,0,1,1,1,2,4,2,4,1,3,0,3,3,0,3,4,4,4,4,2,1,4,1,0,3,2,4,3,3,3,1,1,1,2,4,4,0,1,2,1,3,4,0,3,4,0,1,1,0,2,2,2,0,4,4,3,4,3,1,4,4,4,3,2,3,4,4,0,1,3,0,4,1,0,2,3,3,3,1,3,4,3,3,3,3,3,3,2,1,1,3,1,4,1,0,1,3,1,4,0,4,4,1,0,4,1,3,0,0,0,0,0,2,3,3,4,3,3,1,1,2,1,3,0,4,0,0,3,4,4,4,0,3,4,0,0,0,0,0,4,4,0,4,3,3,4,4,4,0,0,1,0,0,2,0,1"
