generation,best_fitness,mean_fitness,worst_fitness
0,1.1019024848252077,-4.837607899306245,-30.577329067747694
1,1.1019024848252077,-3.4672673171587105,-12.016746932087885
2,1.2619248255617572,-2.5458622962409514,-10.89866364466532
3,1.2619248255617572,-2.3848039953845936,-9.137017982293628
4,1.2619248255617572,-2.448934334595578,-9.17765054892022
5,1.2619248255617572,-1.9576478241646416,-8.017146180394876
6,1.2619248255617572,-1.8353163984477912,-7.937347655867812
7,1.2619248255617572,-1.389728392460588,-5.895969449163353
8,1.3418417068513633,-1.5242530508939374,-21.85670278622939
9,1.3418417068513633,-1.2691284150708844,-7.299907765005004
10,1.3418417068513633,-1.1690060171889407,-6.976171450077056
11,1.3418417068513633,-0.9850727547247103,-8.457727527882705
12,1.3418417068513633,-0.6482287701634091,-8.417658517590581
13,1.3418417068513633,-0.2996426379926309,-3.8562535248097216
14,1.3418439461634868,0.17468414569666726,-4.0983819494423885
15,1.3418439461634868,0.09872658773102151,-5.698502331847718
16,1.3418439461634868,0.287429305416826,-3.4180783753891752
17,1.3418439461634868,0.5713934779321341,-2.658901288285529
18,1.3418439461634868,0.744169999338348,-1.7381638958829857
19,1.3418439461634868,0.6490285950734876,-5.017817375730198
20,1.3418532253378714,0.9571026475519513,-1.8583231879497717
21,1.3418532253378714,1.0746963017064042,-0.05757696022327563
22,1.3418581896260025,1.1178372582258143,0.4615056036973739
23,1.3418909940961414,1.1842402087627637,0.7415477269775252
24,1.3418909940961414,1.2154360348417825,0.9419647431442466
25,1.3420137132277319,1.2434411922425352,0.46164920938438025
26,1.3420137132277319,1.2578315249590986,0.9017871655814547
27,1.3420603860938467,1.2554546016297778,1.021844062672595
28,1.3420603860938467,1.22990990116522,0.6618289530038861
29,1.3420603860938467,1.2218550823136718,0.541507062501908
30,1.3420603860938467,1.197864136033036,0.222144957331474
31,1.3423466941743578,1.1706714903148525,0.46172700600235483
32,1.3423466941743578,1.137093908887275,-0.25861374277147675
33,1.3423466941743578,1.1091126563681404,0.30209481751666134
34,1.3423466941743578,1.1722747814824064,0.5422316300143786
35,1.3423466941743578,1.0858625326280498,-0.6580385251492076
36,1.3423466941743578,1.1659034636793915,0.5020764751026503
37,1.3423466941743578,1.121106217373392,0.701890099213107
38,1.3423466941743578,1.149087728977766,0.46163502340898854
39,1.3423466941743578,1.1171005527732212,-0.01729005208619161
40,1.3424692816157335,1.0483391984172583,-0.21785976117072603
41,1.3424692816157335,1.0699037627567853,0.42217746204769013
42,1.3424692816157335,1.1139283954951793,0.6620128483844196
43,1.3424692816157335,1.0963745767349033,0.26155471767685046
44,1.3424692816157335,1.1156004043771548,-0.017976368420923317
45,1.3424692816157335,1.0532197659420628,0.18209706225081201
46,1.3424692816157335,1.0676868594886804,-0.21780839331279034
47,1.3424692816157335,1.0765399301222067,-0.2572293002570125
48,1.3424692816157335,1.012497239713606,-0.5779116485878535
49,1.3424846802018298,1.1077979093740202,0.4222334681165054
50,1.3426772386322465,1.1335103908024657,0.061306186528586215
51,1.3426772386322465,1.108736236659515,0.7819736089458464
52,1.3426772386322465,1.1704086854419515,0.5818478377913414
53,1.3426772386322465,1.176863021523768,0.4621839857249854
54,1.3426772386322465,1.1440752455174348,0.7825636186648288
55,1.3426772386322465,1.1897120615677768,0.6227533348323546
56,1.3426772386322465,1.080896302087636,0.06295593770875407
57,1.3426772386322465,1.1073271778665414,0.34216339855747835
58,1.3426772386322465,1.116925004170477,0.3028619812180451
59,1.3426772386322465,1.1225042716558216,0.38326453771887614
60,1.3427603093009652,1.1176739215932499,0.3825448338811106
61,1.3428839972864441,1.144089830214896,-0.017012155381302074
62,1.3428839972864441,1.117739300358253,0.22199045882875224
63,1.3428839972864441,1.1473814766753692,0.18218029720833862
64,1.3428839972864441,1.1346021596678029,0.06355317412846961
65,1.3428839972864441,1.1554203386875566,0.38317332942505455
66,1.3428839972864441,1.19944279798545,0.8623177263976942
67,1.3428839972864441,1.1498234037559378,0.5026941142168506
68,1.3428839972864441,1.0282486442167758,-5.218438121532815
69,1.3428839972864441,1.1114814056460218,0.2633742770951555
70,1.3428839972864441,1.0874684601252436,-1.377955368094098
71,1.34295219268545,1.0963938073687194,-0.5773663838866612
72,1.3430080936084638,1.1060120887002942,0.4625921382674858
73,1.3430080936084638,1.1684619603274635,0.42376068133744815
74,1.3430080936084638,1.107637077669083,0.023185499655341113
75,1.3431826433174545,1.1476032371479319,0.5423974952607769
76,1.3431826433174545,1.1756000670899294,0.5427256853559679
77,1.3431826433174545,1.2396437983446467,0.6629944074884659
78,1.3431826433174545,1.2404213241766568,0.7819707522262886
79,1.3431826433174545,1.1716741869532634,0.22270343069243093
80,1.3431826433174545,1.1628433835959506,0.262886838525914
81,1.3431826433174545,1.1084830138353097,0.5422651450895766
82,1.3431826433174545,1.129307267751691,-1.0582333028109416
83,1.3431826433174545,1.1525244452204237,0.46237342938450676
84,1.3431826433174545,1.154923431576261,0.2222305336058521
85,1.3432785730923908,1.0853621141193996,-0.3370136800847363
86,1.3432785730923908,1.1253325055005778,0.382703568562865
87,1.3432785730923908,1.0989936413282364,-0.6567054577281242
88,1.3432785730923908,1.1182082692183102,-0.05661959694939522
89,1.343488656422003,1.1334408964038483,0.4631299999828824
90,1.343488656422003,1.1495145819593697,0.5025088347314992
91,1.343488656422003,1.193525126301786,0.7436577515182261
92,1.343488656422003,1.111882085689967,0.6222632461838882
93,1.3437346404800528,1.0870559787008307,0.3033725343137441
94,1.3437346404800528,1.0743177674897797,0.22255727098759825
95,1.3437346404800528,1.0616345784118832,-0.017083835616616527
96,1.3437346404800528,1.0824154561707535,0.42316022177219126
97,1.3437346404800528,1.0640360845020396,-0.25661938024244857
98,1.3437346404800528,1.1168166637157295,0.3023811920129569
99,1.3440286821459917,1.1666212654320527,0.543522787039439
100,1.3440286821459917,1.162613446802199,-0.8982179209737378
101,1.3440286821459917,1.0610115008131895,0.06322260458430184
102,1.3440286821459917,1.0825323798095212,0.2634907028495501
103,1.3440286821459917,0.8737729970652985,-0.7764878769236836
104,1.3440286821459917,0.8282085021252285,-0.6558206983330119
105,1.3440286821459917,0.7802535256865797,-2.455729566397418
106,1.3440286821459917,0.7307525325559621,-0.7748864595716565
107,1.3440286821459917,0.8371179783580951,-0.6562807130932129
108,1.3440286821459917,0.9516138132081525,-0.09605000261572627
109,1.3440286821459917,0.9707719793658505,-0.49630438274739697
110,1.3440286821459917,1.0131826269894477,-0.2563020736344379
111,1.3440286821459917,0.92284740144643,-0.4170008223610844
112,1.3440286821459917,0.9020046846306138,-0.29712283961402775
113,1.3442064353219152,0.9037287729342972,-2.2154640652355218
114,1.3442064353219152,0.9292721662840997,-0.417575173928475
115,1.3442064353219152,0.9420701506298697,-0.6571863583422659
116,1.3442064353219152,1.026897983840496,0.26305538471103884
117,1.3442064353219152,1.0733868891717802,0.06433727900229114
118,1.3442064353219152,1.0750233251539856,-0.5761636154522378
119,1.3442623166864451,1.0886247480492888,0.6643524099431182
120,1.3442623166864451,1.0686397815522186,-0.3367584123858782
121,1.3442623166864451,1.1406219814083425,0.7848369405347067
