generation,best_fitness,mean_fitness,worst_fitness
0,1.3675908499582807,1.3662140868955341,1.3653499240213944
1,1.3681671453860744,1.3665324265026775,1.365650760228004
2,1.3686416833565362,1.366758144842973,1.3653941751093037
3,1.3686416833565362,1.3667721540926754,1.3655248543768639
4,1.3689077222634096,1.3669368430104203,1.3655131927749067
5,1.3701829301254917,1.3672790928104113,1.3654659171407393
6,1.3703257436223195,1.3670549821841,1.3655774861951953
7,1.3710409218236124,1.3675606472488804,1.365728972025941
8,1.3710409218236124,1.3681346534059926,1.3660591194295895
9,1.3710452164698959,1.3684987223160234,1.366250523326746
10,1.371721842654636,1.3689511248183095,1.3659739680650214
11,1.3734031862894285,1.3694477295560106,1.3660779092672084
12,1.3734031862894285,1.3703484714651715,1.367491396654179
13,1.3734385372881652,1.3707586901732574,1.367431168999703
14,1.3734385372881652,1.370789146550026,1.3661423431157138
15,1.3746336028728394,1.371230048469757,1.3672816967374593
16,1.3746377225356037,1.3714998036003605,1.36884395974259
17,1.375377223108337,1.372347270064501,1.3682501827363938
18,1.376179393381362,1.3729117942648614,1.3688198402883687
19,1.3768020033571775,1.373333062465559,1.3690486340385497
20,1.377250081496782,1.3740732948914165,1.3705860844251092
21,1.377250081496782,1.3750619780530144,1.3709965204551877
22,1.3776306534565206,1.3753389555204254,1.3725776810888928
23,1.3797898105464874,1.3758349238579526,1.3689933171423032
24,1.3797898105464874,1.376115719125253,1.3718887308006154
25,1.3814835930599194,1.3765171762762487,1.3736049952228508
26,1.3819251044597052,1.3774902476026256,1.3734534125361864
27,1.382110780532402,1.378432210736058,1.3737292482998207
28,1.3823536443322,1.3796632832256308,1.3744797406504115
29,1.3836591336114217,1.3800275763070966,1.374841764167151
30,1.3836591336114217,1.3800849771377317,1.3730453301193601
31,1.3841270021800969,1.3807859550687285,1.3755704997183233
32,1.384438851935468,1.3811040569761253,1.3780647149910066
33,1.384438851935468,1.3819288730799093,1.3791391504882706
34,1.384438851935468,1.382632581359868,1.3798944904452177
35,1.386575372135383,1.3827521818777893,1.3746293669869543
36,1.386575372135383,1.3826967410030935,1.3778142554030273
37,1.38760100913149,1.3830738740856947,1.3782485802226998
38,1.38760100913149,1.383214237518203,1.3753607248375728
39,1.38760100913149,1.3842175390439682,1.379593415290315
40,1.3890853960393024,1.3850169732907796,1.379362146299958
41,1.3902363350254459,1.3853049389997631,1.3794694907546097
42,1.3913746880420585,1.3864879985088647,1.380215819198283
43,1.3913746880420585,1.3873988460013726,1.3803001244942377
44,1.391567830160802,1.3877611782918955,1.382447144916128
45,1.3918572188160359,1.3882895075161945,1.38070086412449
46,1.3918572188160359,1.3887571379198451,1.3845906962992633
47,1.392571220691027,1.3896609472828436,1.384101780633528
48,1.393564120495115,1.3897165509877019,1.3842156125639018
49,1.393564120495115,1.3898030008871405,1.3833972500720206
50,1.393564120495115,1.3903740633845267,1.3862498082894925
51,1.393564120495115,1.390555793245225,1.3856474247170254
52,1.3937086589256655,1.3914637290508234,1.3882965342388172
