generation,best_fitness,mean_fitness,worst_fitness
0,1.0020626469548262,1.0000264577856839,0.9982957226117619
1,1.0020626469548262,1.0002538891810742,0.9991462576618895
2,1.0022076103798025,1.0005516491845967,0.9987539958847369
3,1.0022778977727298,1.0006893765933742,0.9992713288486496
4,1.0025760369996581,1.0008334009376894,0.9993201273665765
5,1.0025760369996581,1.0011039497995187,0.9993740192360614
6,1.0025760369996581,1.0013546238394329,0.9995923982089405
7,1.0029957637865343,1.0014851930617952,0.9988266328797221
8,1.0030274893917832,1.0014584583801713,0.9992582391565435
9,1.0038339116106227,1.0015381050840992,0.999577443993193
10,1.0043119810304466,1.0019812540817068,0.9998393421228853
11,1.0046862009776008,1.0021964862139798,0.9997770457623951
12,1.0049563900795717,1.002469659313671,1.0000568045404985
13,1.0049759371260367,1.0026434232054895,0.9996349427596727
14,1.0049759371260367,1.0028106428472936,0.999451913488546
15,1.0064893343355648,1.002773158489059,1.0000508193079143
16,1.0064893343355648,1.0035328370350538,1.0013336126637338
17,1.006853387481262,1.003895407155147,1.000299470733141
18,1.006853387481262,1.00416539638769,1.0003991718711267
19,1.0070143343593738,1.0046630923463915,1.0014652546306015
20,1.0071186650963173,1.004987503377958,1.0023499758028032
21,1.0071186650963173,1.0053850101197568,1.001066146227687
22,1.0076329700586442,1.005931893278007,1.001841626013785
23,1.0076329700586442,1.0059595972664794,1.0031981665938479
24,1.0081691946030746,1.0063351182754188,1.0019407355872687
25,1.0081691946030746,1.0064433999678832,1.0036431728083626
26,1.0083511196792936,1.006460269566539,1.002512980818815
27,1.0083511196792936,1.0066806822029537,1.0041548090325607
28,1.0084804139735928,1.0066736906873037,1.0038141393144315
29,1.0092324041368594,1.0067317435947933,1.0026992107686494
30,1.0092324041368594,1.0068491362455851,1.0040411499602138
31,1.0092324041368594,1.00731521410236,1.003634245778665
32,1.010172057333254,1.0076246350001417,1.0053961754292389
33,1.010663085539247,1.0080614401326082,1.0053854773536814
34,1.0113714665150726,1.0083787931438857,1.0052955795318526
35,1.0113714665150726,1.008773676025419,1.0063172778507037
36,1.0113714665150726,1.009261797110083,1.007046560635227
37,1.0115371556616235,1.0097011320786733,1.006896798437296
38,1.0115371556616235,1.0099199126848666,1.0081324467095747
39,1.0115371556616235,1.0101197515020879,1.004186161893652
40,1.011659766666841,1.0101967661844085,1.0062793417673255
41,1.011828395316104,1.0102482850308787,1.0081527279231535
42,1.011828395316104,1.0106232010548721,1.0084703723337192
43,1.0124122274676783,1.0107154000537195,1.0078142149230565
44,1.013153309465824,1.0107291933941056,1.0044304567396398
45,1.0131970119225575,1.0104883472501378,1.0011054592151678
46,1.0132026684826112,1.0106859203404586,1.0031136981491109
47,1.0136499576585516,1.01083827994036,1.0054128805602947
48,1.014100836726958,1.011650239308003,1.00796900078671
49,1.0144435226787238,1.0123088963528766,1.0085677525891117
50,1.0147704838953473,1.012504458384887,1.0088848653970368
51,1.0147704838953473,1.0127165235632731,1.0095885883255384
52,1.0147704838953473,1.0128687993070484,1.009033621970685
53,1.0149375071813247,1.01315551792907,1.0104814204498487
54,1.0150816029929097,1.013356880919539,1.0109194577866947
55,1.0150816029929097,1.013383275729541,1.0061397084462906
56,1.0150816029929097,1.013306471269453,1.0095029424522162
57,1.0162274587575792,1.01311927790456,1.0089575765709191
58,1.016264339671143,1.0133895290807629,1.010343744787413
59,1.016264339671143,1.013879994483548,1.009410536211226
60,1.016264339671143,1.014082669776625,1.0118434569731782
61,1.0166366209542042,1.014498137649352,1.0119619550971537
62,1.0169296998164543,1.0149226153319277,1.0126264842942607
63,1.0171145340877874,1.015223314780772,1.0123982653911616
64,1.0171883877398664,1.0156531381176344,1.013695052813608
65,1.0181368554383707,1.0162518467375634,1.0142341561508612
66,1.0181368554383707,1.0167197616218602,1.01457875421544
67,1.018181126294809,1.0168840072158445,1.0127137632280612
68,1.0182074912549521,1.0170414887782477,1.0152112096207646
69,1.0182074912549521,1.0170010147351352,1.0146973202012157
70,1.0186054134090612,1.0172913203563645,1.0151579359705996
71,1.0186054134090612,1.0174512152458814,1.014569430422164
72,1.0191432856728395,1.017664091292363,1.0157846166353193
73,1.0191432856728395,1.0178958158272777,1.0155064360983124
74,1.0191432856728395,1.0180087651091896,1.0164879580503006
75,1.0191432856728395,1.0178591412157756,1.0148956308031951
76,1.019184383253764,1.0175766212312158,1.0110558408293884
77,1.0196994477007548,1.0177697355768778,1.0125770084154815
78,1.0201438273157364,1.018057960887557,1.0151564360902776
79,1.0203229980362298,1.0181015601463665,1.0152778790844534
80,1.0203229980362298,1.0182692138764358,1.0123592689346066
81,1.0203682130522047,1.018398043135846,1.0133162070918769
82,1.0210076530043488,1.0185659245159642,1.0157970912437373
83,1.0210076530043488,1.018965329790358,1.0162037395888808
84,1.0210076530043488,1.0190924048511432,1.0160275123102243
85,1.0210076530043488,1.019345610814535,1.015295173178688
86,1.021508017324381,1.0195976424967406,1.0167713516468888
87,1.021508017324381,1.01965064152323,1.0159363598449251
88,1.0215667280438274,1.0199713196768065,1.0161615175363772
89,1.0224889870619776,1.0204432448921097,1.017715464982516
90,1.0224889870619776,1.0205870094921479,1.0180026562357194
91,1.0224889870619776,1.0208130159970121,1.018307995257849
92,1.0229919685478563,1.021165471930386,1.01871421264885
93,1.0229919685478563,1.0215051643502975,1.0194296940563765
94,1.0229947344562935,1.0215803357978444,1.0194831689154955
95,1.023274280356783,1.0218203967608366,1.0184401461126809
96,1.023274280356783,1.0214469349539217,1.017129204387977
97,1.023274280356783,1.0213801475341384,1.0136426906642544
98,1.0233098012831636,1.0211071493718107,1.0122388900358883
99,1.0234704202645721,1.021108653664012,1.0175409785999416
100,1.0234704202645721,1.0213502486940964,1.0155277317610971
101,1.023738762716085,1.0212990078082294,1.0184827056657404
102,1.025229503829896,1.022059618210601,1.0192787648327455
